"id","title","doi","pmid","altmetric_jid","issns","journal","cohorts.sci","cohorts.pub","cohorts.com","cohorts.doc","context.all.count","context.all.mean","context.all.rank","context.all.pct","context.all.higher_than","context.journal.count","context.journal.mean","context.journal.rank","context.journal.pct","context.journal.higher_than","context.similar_age_3m.count","context.similar_age_3m.mean","context.similar_age_3m.rank","context.similar_age_3m.pct","context.similar_age_3m.higher_than","context.similar_age_journal_3m.count","context.similar_age_journal_3m.mean","context.similar_age_journal_3m.rank","context.similar_age_journal_3m.pct","context.similar_age_journal_3m.higher_than","authors1","authors2","authors3","authors4","authors5","authors6","type","altmetric_id","schema","is_oa","cited_by_posts_count","cited_by_tweeters_count","cited_by_accounts_count","last_updated","score","history.1y","history.6m","history.3m","history.1m","history.1w","history.6d","history.5d","history.4d","history.3d","history.2d","history.1d","history.at","url","added_on","published_on","readers.citeulike","readers.mendeley","readers.connotea","readers_count","images.small","images.medium","images.large","details_url","cited_by_wikipedia_count","cited_by_fbwalls_count","cited_by_msm_count","cited_by_feeds_count","authors7","authors8","authors","authors9","authors10","authors11","cited_by_rdts_count","publisher_subjects.name","publisher_subjects.scheme","issns1","issns2","scopus_subjects","cited_by_videos_count","authors12","authors13","authors14","authors15","authors16","authors17","authors18","authors19","authors20","handles","handle","authors21","authors22","authors23","authors24","authors25","authors26","authors27","authors28","scopus_subjects1","scopus_subjects2","abstract","subjects","cited_by_rh_count","authors29","authors30","authors31","authors32","authors33","authors34","authors35","authors36","authors37","authors38","authors39","authors40","authors41","authors42","authors43","ads_id","cited_by_gplus_count","publisher_subjects.name1","publisher_subjects.name2","publisher_subjects.name3","publisher_subjects.name4","publisher_subjects.scheme1","publisher_subjects.scheme2","publisher_subjects.scheme3","publisher_subjects.scheme4","cited_by_qna_count","pmc","subjects1","subjects2","publisher_subjects.name5","publisher_subjects.scheme5","uri","handles1","handles2","abstract_source","cited_by_peer_review_sites_count","cited_by_weibo_count"
"nat354","Palaeozoic giant dragonflies were hawker predators","10.1038/s41598-018-30629-w","30108284","4f6fa8213cf058f61000bc80","2045-2322","Scientific Reports","8","53","2","1","16344357","9.2126192947565","369012","97","15975438","87170","16.249863345914","4316","95","82856","279650","13.990993359532","11596","95","268052","54","17.282905660378","3","94","51","André Nel","Jakub Prokop","Martina Pecharová","Michael S. Engel","Romain Garrouste",NA,"article","46497340","1.5.4","FALSE","85","64","72","1606584127","63.93","5.75","3","3","3","0","0","0","0","0","0","0","63.93","http://dx.doi.org/10.1038/s41598-018-30629-w","1534241633","1534204800","0","29","0","29","https://badges.altmetric.com/?size=64&score=64&types=mbttttwf","https://badges.altmetric.com/?size=100&score=64&types=mbttttwf","https://badges.altmetric.com/?size=180&score=64&types=mbttttwf","http://www.altmetric.com/details.php?citation_id=46497340","2","3","2","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The largest insects to have ever lived were the giant meganeurids of the Late Palaeozoic, ancient stem relatives of our modern dragonflies. With wingspans up to 71<U+2009>cm, these iconic insects have been the subject of varied documentaries on Palaeozoic life, depicting them as patrolling for prey through coal swamp forests amid giant lycopsids, and cordaites. Such reconstructions are speculative as few definitive details of giant dragonfly biology are known. Most specimens of giant dragonflies are known from wings or isolated elements, but Meganeurites gracilipes preserves critical body structures, most notably those of the head. Here we show that it is unlikely it thrived in densely forested environments where its elongate wings would have become easily damaged. Instead, the species lived in more open habitats and possessed greatly enlarged compound eyes. These were dorsally hypertrophied, a specialization for long-distance vision above the animal in flight, a trait convergent with modern hawker dragonflies. Sturdy mandibles with acute teeth, strong spines on tibiae and tarsi, and a pronounced thoracic skewness are identical to those specializations used by dragonflies in capturing prey while in flight. The Palaeozoic Odonatoptera thus exhibited considerable morphological specializations associated with behaviours attributable to 'hawkers' or 'perchers' among extant Odonata.","science",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018NatSR...812141N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PMC6092361",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nat355","An early trend towards gigantism in Triassic sauropodomorph dinosaurs","10.1038/s41559-018-0599-y","29988169","587df5117ac79e6d1450be41","2397-334X","Nature Ecology & Evolution","23","136","3",NA,"16340420","9.2119063208826","7838","99","16332694","1263","151.58285736926","32","97","1231","278488","14.269742530171","251","99","278237","78","115.02779220779","1","98","77","Cecilia Apaldetti","Ricardo N. Martínez","Ignacio A. Cerda","Diego Pol","Oscar Alcober",NA,"article","44730940","1.5.4","FALSE","316","162","292","1557165406","941.224","0","0","0","0","0","0","0","0","0","0","0","941.224","http://dx.doi.org/10.1038/s41559-018-0599-y","1531148821","1531094400","0","69","0","69","https://badges.altmetric.com/?size=64&score=942&types=mbvrtwfg","https://badges.altmetric.com/?size=100&score=942&types=mbvrtwfg","https://badges.altmetric.com/?size=180&score=942&types=mbvrtwfg","http://www.altmetric.com/details.php?citation_id=44730940","7","12","91","12",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dinosaurs dominated the terrestrial ecosystems for more than 140<U+2009>Myr during the Mesozoic era, and among them were sauropodomorphs, the largest land animals recorded in the history of life. Early sauropodomorphs were small bipeds, and it was long believed that acquisition of giant body size in this clade (over 10 tonnes) occurred during the Jurassic and was linked to numerous skeletal modifications present in Eusauropoda. Although the origin of gigantism in sauropodomorphs was a pivotal stage in the history of dinosaurs, an incomplete fossil record obscures details of this crucial evolutionary change. Here, we describe a new sauropodomorph from the Late Triassic of Argentina nested within a clade of other non-eusauropods from southwest Pangaea. Members of this clade attained large body size while maintaining a plesiomorphic cyclical growth pattern, displaying many features of the body plan of basal sauropodomorphs and lacking most anatomical traits previously regarded as adaptations to gigantism. This novel strategy highlights a highly accelerated growth rate, an improved avian-style respiratory system, and modifications of the vertebral epaxial musculature and hindlimbs as critical to the evolution of gigantism. This reveals that the first pulse towards gigantism in dinosaurs occurred over 30<U+2009>Myr before the appearance of the first eusauropods.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nat356","Non-integumentary melanosomes can bias reconstructions of the colours of fossil vertebrates","10.1038/s41467-018-05148-x","30038333","4f6fa62f3cf058f610008259","2041-1723","Nature Communications","7","37","1",NA,"16340420","9.2119063208826","342227","97","15998299","31909","50.162211921775","6147","80","25762","280418","14.158024292392","10907","96","269511","8","2.4857142857143","1","87","7","Maria E. McNamara","Jonathan S. Kaye","Michael J. Benton","Patrick J. Orr","Valentina Rossi","Shosuke Ito","article","45408485","1.5.4","FALSE","58","45","55","1567067280","68.59","0","0","0","0","0","0","0","0","0","0","0","68.59","http://dx.doi.org/10.1038/s41467-018-05148-x","1532314865","1532304000","0","29","0","29","https://badges.altmetric.com/?size=64&score=69&types=mbvtttwf","https://badges.altmetric.com/?size=100&score=69&types=mbvtttwf","https://badges.altmetric.com/?size=180&score=69&types=mbvtttwf","http://www.altmetric.com/details.php?citation_id=45408485","1","1","4","3","Kazumasa Wakamatsu",NA,NA,NA,NA,NA,NA,"Multidisciplinary","era",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The soft tissues of many fossil vertebrates preserve evidence of melanosomes-micron-scale organelles that inform on integumentary coloration and communication strategies. In extant vertebrates, however, melanosomes also occur in internal tissues. Hence, fossil melanosomes may not derive solely from the integument and its appendages. Here, by analyzing extant and fossil frogs, we show that non-integumentary melanosomes have high fossilization potential, vastly outnumber those from the skin, and potentially dominate the melanosome films preserved in some fossil vertebrates. Our decay experiments show that non-integumentary melanosomes usually remain in situ provided that carcasses are undisturbed. Micron-scale study of fossils, however, demonstrates that non-integumentary melanosomes can redistribute through parts of the body if carcasses are disturbed by currents. Collectively, these data indicate that fossil melanosomes do not always relate to integumentary coloration. Integumentary and non-integumentary melanosomes can be discriminated using melanosome geometry and distribution. This is essential to accurate reconstructions of the integumentary colours of fossil vertebrates.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018NatCo...9.2878M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PMC6056411","biology","science",NA,NA,NA,NA,NA,NA,NA,NA
"nat357","Highly fractionated chromium isotopes in Mesoproterozoic-aged shales and atmospheric oxygen","10.1038/s41467-018-05263-9","30030422","4f6fa62f3cf058f610008259","2041-1723","Nature Communications","1","1",NA,NA,"13594271","8.1490260618506","3412923","74","10156428","24612","47.295998699769","16468","32","8072","267263","13.87136549154","85935","67","180895","10","3.1722222222222","3","70","7","Donald E. Canfield","Shuichang Zhang","Anja B. Frank","Xiaomei Wang","Huajian Wang","Jin Su","article","45312011","1.5.4","FALSE","3","2","3","1538543871","4.5","0","0","0","0","0","0","0","0","0","0","0","4.5","http://dx.doi.org/10.1038/s41467-018-05263-9","1532122615","1532044800","0","62","0","62","https://badges.altmetric.com/?size=64&score=5&types=tttttwww","https://badges.altmetric.com/?size=100&score=5&types=tttttwww","https://badges.altmetric.com/?size=180&score=5&types=tttttwww","http://www.altmetric.com/details.php?citation_id=45312011","1",NA,NA,NA,"Yuntao Ye","Robert Frei",NA,NA,NA,NA,NA,"Multidisciplinary","era",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The history of atmospheric oxygen through the Mesoproterozoic Era is uncertain, but may have played a role in the timing of major evolutionary developments among eukaryotes. Previous work using chromium isotopes in sedimentary rocks has suggested that Mesoproterozoic Era atmospheric oxygen levels were too  low in concentration (<0.1% of present-day levels (PAL)) for the expansion of eukaryotic algae and for the evolution of crown-group animals that occurred later in the Neoproterozoic Era. In contrast, our new results on chromium isotopes from Mesoproterozoic-aged sedimentary rocks from the Shennongjia Group from South China is consistent with atmospheric oxygen concentrations of >1% PAL and thus the possibility that a permissive environment existed long before the expansion of various eukaryotic clades.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018NatCo...9.2871C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PMC6054612","biology","science",NA,NA,NA,NA,NA,NA,NA,NA
"nat358","Brittle-star mass occurrence on a Late Cretaceous methane seep from South Dakota, USA","10.1038/s41598-018-27326-z","29941907","4f6fa8213cf058f61000bc80","2045-2322","Scientific Reports","1","2",NA,NA,"15606134","8.9159818787823","1650260","89","13954832","81042","16.100757641194","14054","82","66970","277933","14.14728425658","46579","83","231319","55","17.075814814815","6","89","49","Ben Thuy","Neil H. Landman","Neal L. Larson","Lea D. Numberger-Thuy",NA,NA,"article","44121460","1.5.4","FALSE","5","3","5","1546017891","11.58","0","0","0","0","0","0","0","0","0","0","0","11.58","http://dx.doi.org/10.1038/s41598-018-27326-z","1529941026","1529884800","0","10","0","10","https://badges.altmetric.com/?size=64&score=12&types=bbtttttw","https://badges.altmetric.com/?size=100&score=12&types=bbtttttw","https://badges.altmetric.com/?size=180&score=12&types=bbtttttw","http://www.altmetric.com/details.php?citation_id=44121460","1",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Articulated brittle stars are rare fossils because the skeleton rapidly disintegrates after death and only fossilises intact under special conditions. Here, we describe an extraordinary mass occurrence of the ophiacanthid ophiuroid Brezinacantha tolis gen. et sp. nov., preserved as articulated skeletons from an upper Campanian (Late Cretaceous) methane seep of South Dakota. It is uniquely the first fossil case of a seep-associated ophiuroid. The articulated skeletons overlie centimeter-thick accumulations of dissociated skeletal parts, suggesting lifetime densities of approximately 1000 individuals per m2, persisting at that particular location for several generations. The ophiuroid skeletons on top of the occurrence were preserved intact most probably because of increased methane seepage, killing the individuals and inducing rapid cementation, rather than due to storm-induced burial or slumping. The mass occurrence described herein is an unambiguous case of an autochthonous, dense ophiuroid community that persisted at a particular spot for some time. Thus, it represents a true fossil equivalent of a recent ophiuroid dense bed, unlike other cases that were used in the past to substantiate the claim of a mid-Mesozoic predation-induced decline of ophiuroid dense beds.","science",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018NatSR...8.9617T",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PMC6018167",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nat359","Body-size increase in crinoids following the end-Devonian mass extinction","10.1038/s41598-018-27986-x","29942036","4f6fa8213cf058f61000bc80","2045-2322","Scientific Reports","2","10",NA,NA,"15606134","8.9159818787823","1198868","92","14407015","81042","16.100757641194","11041","86","69999","277933","14.14728425658","35729","87","242189","55","17.075814814815","4","92","51","Krzysztof R. Brom","Mariusz A. Salamon","Przemyslaw Gorzelak",NA,NA,NA,"article","44121461","1.5.4","FALSE","18","12","15","1546017891","16.03","0","0","0","0","0","0","0","0","0","0","0","16.03","http://dx.doi.org/10.1038/s41598-018-27986-x","1529941085","1529884800","0","15","0","15","https://badges.altmetric.com/?size=64&score=17&types=btttttwf","https://badges.altmetric.com/?size=100&score=17&types=btttttwf","https://badges.altmetric.com/?size=180&score=17&types=btttttwf","http://www.altmetric.com/details.php?citation_id=44121461","1","1",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The Devonian period ended with one of the largest mass extinctions in the Earth history. It comprised a series of separate events, which eliminated many marine species and led to long-term post-extinction reduction in body size in some groups. Surprisingly, crinoids were largely unaffected by these extinction events in terms of diversity. To date, however, no study examined the long-term body-size trends of crinoids over this crucial time interval. Here we compiled the first comprehensive data sets of sizes of calyces for 262 crinoid genera from the Frasnian-Visean. We found that crinoids have not experienced long-term reduction in body size after the so-called Hangenberg event. Instead, size distributions of calyces show temporal heterogeneity in the variance, with an increase in both the mean and maximum biovolumes between the Famennian and Tournaisian. The minimum biovolume, in turn, has remained constant over the study interval. Thus, the observed pattern seems to fit a Brownian motion-like diffusion model. Intriguingly, the same model has been recently invoked to explain morphologic diversification within the eucladid subclade during the Devonian-early Carboniferous. We suggest that the complex interplay between abiotic and biotic factors (i.e., expansion of carbonate ramps and increased primary productivity, in conjunction with predatory release after extinction of Devonian-style durophagous fishes) might have been involved not only in the early Mississippian diversity peak of crinoids, but possibly also in their overall passive expansion into larger body-size niches.","science",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018NatSR...8.9606B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PMC6018515",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nat360","The nature of aspidin and the evolutionary origin of bone","10.1038/s41559-018-0624-1","30065354","587df5117ac79e6d1450be41","2397-334X","Nature Ecology & Evolution","46","48","2",NA,"16346112","9.2131159596318","93455","99","16252714","1263","151.94484627575","238","81","1025","280131","14.094961396494","3130","98","277001","84","137.18004819277","18","78","66","Joseph N. Keating","Chloe L. Marquart","Federica Marone","Philip C. J. Donoghue",NA,NA,"article","45804656","1.5.4","FALSE","135","96","121","1535148471","204.796","0","0","0","0","0","0","0","0","0","0","0","204.796","http://dx.doi.org/10.1038/s41559-018-0624-1","1533025031","1532995200","0","52","0","52","https://badges.altmetric.com/?size=64&score=205&types=mbvttwfg","https://badges.altmetric.com/?size=100&score=205&types=mbvttwfg","https://badges.altmetric.com/?size=180&score=205&types=mbvttwfg","http://www.altmetric.com/details.php?citation_id=45804656","1","3","16","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bone is the key innovation underpinning the evolution of the vertebrate skeleton, yet its origin is mired by debate over interpretation of the most primitive bone-like tissue, aspidin. This has variously been interpreted as cellular bone, acellular bone, dentine or an intermediate of dentine and bone. The crux of the controversy is the nature of unmineralized spaces pervading the aspidin matrix, which have alternatively been interpreted as having housed cells, cell processes or Sharpey's fibres. Discriminating between these hypotheses has been hindered by the limits of traditional histological methods. Here, we use synchrotron X-ray tomographic microscopy to reveal the nature of aspidin. We show that the spaces exhibit a linear morphology incompatible with interpretations that they represent voids left by cells or cell processes. Instead, these spaces represent intrinsic collagen fibre bundles that form a scaffold about which mineral was deposited. Aspidin is thus acellular dermal bone. We reject hypotheses that it is a type of dentine, cellular bone or transitional tissue. Our study suggests that the full repertoire of skeletal tissue types was established before the divergence of the earliest known skeletonizing vertebrates, indicating that the corresponding cell types evolved rapidly following the divergence of cyclostomes and gnathostomes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PMC6109381",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nat361","Fossil lemurs from Egypt and Kenya suggest an African origin for Madagascar’s aye-aye","10.1038/s41467-018-05648-w","30131571","4f6fa62f3cf058f610008259","2041-1723","Nature Communications","33","119","6",NA,"16340420","9.2119063208826","70938","99","16269593","31909","50.162211921775","965","96","30944","280283","13.839374201696","2290","99","277993","9","2.14375","1","88","8","Gregg F. Gunnell","Doug M. Boyer","Anthony R. Friscia","Steven Heritage","Fredrick Kyalo Manthi","Ellen R. Miller","article","46784589","1.5.4","FALSE","211","158","189","1586761976","252.256","48.35","0","0","0","0","0","0","0","0","0","0","252.256","http://dx.doi.org/10.1038/s41467-018-05648-w","1534863685","1534809600","0","42","0","42","https://badges.altmetric.com/?size=64&score=253&types=mbttttwf","https://badges.altmetric.com/?size=100&score=253&types=mbttttwf","https://badges.altmetric.com/?size=180&score=253&types=mbttttwf","http://www.altmetric.com/details.php?citation_id=46784589","5","5","17","4","Hesham M. Sallam","Nancy B. Simmons",NA,"Nancy J. Stevens","Erik R. Seiffert",NA,NA,"Multidisciplinary","era",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"In 1967 G.G. Simpson described three partial mandibles from early Miocene deposits in Kenya that he interpreted as belonging to a new strepsirrhine primate, Propotto. This interpretation was quickly challenged, with the assertion that Propotto was not a primate, but rather a pteropodid fruit bat. The latter interpretation has not been questioned for almost half a century. Here we re-evaluate the affinities of Propotto, drawing upon diverse lines of evidence to establish that this strange mammal is a strepsirrhine primate as originally suggested by Simpson. Moreover, our phylogenetic analyses support the recognition of Propotto, together with late Eocene Plesiopithecus from Egypt, as African stem chiromyiform lemurs that are exclusively related to the extant aye-aye (Daubentonia) from Madagascar. Our results challenge the long-held view that all lemurs are descended from a single ancient colonization of Madagascar, and present an intriguing alternative scenario in which two lemur lineages dispersed from Africa to Madagascar independently, possibly during the later Cenozoic.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018NatCo...9.3193G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PMC6104046","biology","science",NA,NA,NA,NA,NA,NA,NA,NA
"nat362","An Intermediate Incubation Period and Primitive Brooding in a Theropod Dinosaur","10.1038/s41598-018-30085-6","30127534","4f6fa8213cf058f61000bc80","2045-2322","Scientific Reports","7","38","1",NA,"16186884","9.1424896577031","662855","95","15524182","85778","16.217224873801","6995","91","78788","280145","13.785441687132","19941","92","260201","52","17.940078431373","3","94","49","David J. Varricchio","Martin Kundrát","Jason Hogan",NA,NA,NA,"article","46732946","1.5.4","FALSE","54","46","52","1570485382","33.73","0","0","0","0","0","0","0","0","0","0","0","33.73","http://dx.doi.org/10.1038/s41598-018-30085-6","1534761490","1534723200","0","29","0","29","https://badges.altmetric.com/?size=64&score=34&types=btttttwf","https://badges.altmetric.com/?size=100&score=34&types=btttttwf","https://badges.altmetric.com/?size=180&score=34&types=btttttwf","http://www.altmetric.com/details.php?citation_id=46732946","3","2",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Non-avian dinosaurs such as oviraptorosaurs and troodontids share several important reproductive characters with modern birds, including eggshell microstructure and iterative egg production. Nevertheless, debate exists concerning their incubation strategies. Here we estimate incubation period for the troodontid, Troodon formosus, by examining a near-term embryonic tooth. Synchrotron scanning and histologic thin sections allowed counting of daily (von Ebner) growth lines. The tooth preserves 31 intact lines with an average spacing of 3.3<U+2009>±<U+2009>0.96<U+2009>µm. Adding 8 more for the missing crown tip gives a total age of 39 days. Modern crocodilians begin to establish their functional dentition at approximately 47% through incubation. Thus, this tooth age suggests a Troodon incubation period of 74 days, falling midway between avian (44.4 days) and reptilian (107.3 days) values predicted by the Troodon egg mass (314<U+2009>g). An accelerated incubation relative to modern reptiles supports brooding and concurs with a suite of features in oviraptorosaurs and troodontids (sequential laying, large complex clutches, and precocial young) that appear dependent upon both adult body and incubation temperatures elevated over ambient conditions. However, the largely buried condition of Troodon clutches may have prohibited efficient brooding, necessitating longer incubation than that of modern birds with fully exposed eggs.","science",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018NatSR...812454V",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PMC6102251",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nat363","Exceptional dinosaur fossils reveal early origin of avian-style digestion","10.1038/s41598-018-32202-x","30242170","4f6fa8213cf058f61000bc80","2045-2322","Scientific Reports","39","139","9","3","16333190","9.2089919767671","143370","99","16189808","87057","16.256213150156","1769","97","85288","280674","13.689936588129","4528","98","276146","5","0.3125","1","80","4","Xiaoting Zheng","Xiaoli Wang","Corwin Sullivan","Xiaomei Zhang","Fucheng Zhang","Yan Wang","article","48737981","1.5.4","FALSE","225","190","201","1583371486","146.08","1","0","0","0","0","0","0","0","0","0","0","146.08","http://dx.doi.org/10.1038/s41598-018-32202-x","1537540079","1537488000","0","21","0","21","https://badges.altmetric.com/?size=64&score=147&types=mbvtttwf","https://badges.altmetric.com/?size=100&score=147&types=mbvtttwf","https://badges.altmetric.com/?size=180&score=147&types=mbvtttwf","http://www.altmetric.com/details.php?citation_id=48737981","2","4","2","1","Feng Li","Xing Xu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Birds have a highly specialized and efficient digestive system, but when this system originated remains uncertain. Here we report six gastric pellets attributable to the recently discovered 160-million-year-old troodontid dinosaur Anchiornis, which is among the key taxa for understanding the transition to birds. The gastric pellets contain lightly acid-etched lizard bones or fish scales, and some are associated with Anchiornis skeletons or even situated within the oesophagus. Anchiornis is the earliest and most basal theropod known to have produced gastric pellets. In combination with other lines of evidence, the pellets suggest that a digestive system resembling that of modern birds was already present in basal members of the Paraves, a clade including troodontids, dromaeosaurids, and birds, and that the evolution of modern avian digestion may have been related to the appearance of aerial locomotion in this lineage.","science",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018NatSR...814217Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nat364","A Late Cretaceous amber biota from central Myanmar","10.1038/s41467-018-05650-2","30093646","4f6fa62f3cf058f610008259","2041-1723","Nature Communications","4","3","2",NA,"15892605","9.0378324464575","697562","95","15195086","30458","49.412719374856","10501","65","19957","279486","13.9333123495","21827","92","257656","8","2.3785714285714","1","87","7","Daran Zheng","Su-Chin Chang","Vincent Perrichot","Suryendu Dutta","Arka Rudra","Lin Mu","article","46315475","1.5.4","FALSE","20","9","19","1580839756","30.68","3","0","0","0","0","0","0","0","0","0","0","30.68","http://dx.doi.org/10.1038/s41467-018-05650-2","1533820220","1533772800","0","34","0","34","https://badges.altmetric.com/?size=64&score=31&types=mbtttwff","https://badges.altmetric.com/?size=100&score=31&types=mbtttwff","https://badges.altmetric.com/?size=180&score=31&types=mbtttwff","http://www.altmetric.com/details.php?citation_id=46315475","3","4","2","1","Richard S. Kelly","Sha Li",NA,"Qi Zhang","Qingqing Zhang","Jean Wong",NA,"Multidisciplinary","era",NA,NA,NA,NA,"Jun Wang","He Wang","Yan Fang","Haichun Zhang","Bo Wang",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Insect faunas are extremely rare near the latest Cretaceous with a 24-million-year gap spanning from the early Campanian to the early Eocene. Here, we report a unique amber biota from the Upper Cretaceous (uppermost Campanian ~72.1<U+2009>Ma) of Tilin, central Myanmar. The chemical composition of Tilin amber suggests a tree source among conifers, indicating that gymnosperms were still abundant in the latest Campanian equatorial forests. Eight orders and 12 families of insects have been found in Tilin amber so far, making it the latest known diverse insect assemblage in the Mesozoic. The presence of ants of the extant subfamilies Dolichoderinae and Ponerinae supports that tropical forests were the cradle for the diversification of crown-group ants, and suggests that the turnover from stem groups to crown groups had already begun at ~72.1<U+2009>Ma. Tilin amber biota fills a critical insect faunal gap and provides a rare insight into the latest Campanian forest ecosystem.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018NatCo...9.3170Z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PMC6085374","biology","science",NA,NA,NA,NA,NA,NA,NA,NA
