"id","title","doi","pmid","pmc","ads_id","altmetric_jid","issns","journal","cohorts.pub","cohorts.sci","cohorts.com","abstract","context.all.count","context.all.mean","context.all.rank","context.all.pct","context.all.higher_than","context.journal.count","context.journal.mean","context.journal.rank","context.journal.pct","context.journal.higher_than","context.similar_age_3m.count","context.similar_age_3m.mean","context.similar_age_3m.rank","context.similar_age_3m.pct","context.similar_age_3m.higher_than","context.similar_age_journal_3m.count","context.similar_age_journal_3m.mean","context.similar_age_journal_3m.rank","context.similar_age_journal_3m.pct","context.similar_age_journal_3m.higher_than","authors1","authors2","authors3","authors4","type","altmetric_id","schema","is_oa","cited_by_posts_count","cited_by_msm_count","cited_by_feeds_count","cited_by_tweeters_count","cited_by_fbwalls_count","cited_by_wikipedia_count","cited_by_gplus_count","cited_by_rdts_count","cited_by_videos_count","cited_by_accounts_count","last_updated","score","history.1y","history.6m","history.3m","history.1m","history.1w","history.6d","history.5d","history.4d","history.3d","history.2d","history.1d","history.at","url","added_on","published_on","readers.citeulike","readers.mendeley","readers.connotea","readers_count","images.small","images.medium","images.large","details_url","cohorts.doc","authors5","authors6","authors7","authors8","authors9","authors10","authors11","authors12","authors13","authors14","authors15","authors16","authors17","authors18","authors19","authors20","authors21","authors22","authors23","authors24","authors25","authors26","authors27","authors28","authors29","authors30","authors31","authors32","authors33","uri","cited_by_policies_count","cited_by_rh_count","issns1","issns2","scopus_subjects","authors34","authors35","authors36","authors37","authors38","authors39","authors40","authors41","subjects"
"sci51","Structure-function covariation with nonfeeding ecological variables influences evolution of feeding specialization in Carnivora","10.1126/sciadv.aao5441","29441363","PMC5810607","2018SciA....4O5441T","552536762a83eec8018b456b","2375-2548","Science Advances","25","6","1","Skull shape convergence is pervasive among vertebrates. Although this is frequently inferred to indicate similar functional underpinnings, neither the specific structure-function linkages nor the selective environments in which the supposed functional adaptations arose are commonly identified and tested. We demonstrate that nonfeeding factors relating to sexual maturity and precipitation-related arboreality also can generate structure-function relationships in the skulls of carnivorans (dogs, cats, seals, and relatives) through covariation with masticatory performance. We estimated measures of masticatory performance related to ecological variables that covary with cranial shape in the mammalian order Carnivora, integrating geometric morphometrics and finite element analyses. Even after accounting for phylogenetic autocorrelation, cranial shapes are significantly correlated to both feeding and nonfeeding ecological variables, and covariation with both variable types generated significant masticatory performance gradients. This suggests that mechanisms of obligate shape covariation with nonfeeding variables can produce performance changes resembling those arising from feeding adaptations in Carnivora.","16249318","9.1862281412744","363024","97","15886431","5538","119.50682716272","2111","61","3427","369462","12.538009170115","13088","96","356373","227","141.77080530973","93","59","134","Z. Jack Tseng","John J. Flynn",NA,NA,"article","32798730","1.5.4","FALSE","41","4","3","32","1",NA,"1",NA,NA,"41","1539971085","64.34","0","0","0","0","0","0","0","0","0","0","0","64.34","http://dx.doi.org/10.1126/sciadv.aao5441","1518030305","1517961600","0","52","0","52","https://badges.altmetric.com/?size=64&score=65&types=mbttttfg","https://badges.altmetric.com/?size=100&score=65&types=mbttttfg","https://badges.altmetric.com/?size=180&score=65&types=mbttttfg","http://www.altmetric.com/details.php?citation_id=32798730",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sci53","The past and future human impact on mammalian diversity","10.1126/sciadv.abb2313","32917612",NA,NA,"552536762a83eec8018b456b","2375-2548","Science Advances","523","187","22",NA,"16250419","9.1870693846697","7496","99","16242926","5540","119.27902401155","101","98","5439","304503","17.740172294435","581","99","303922","541","130.865","10","98","531","Tobias Andermann","Søren Faurby","Samuel T. Turvey","Alexandre Antonelli","article","89489993","1.5.4","FALSE","901","56","5","744","9","6",NA,"5",NA,"825","1604559720","956.686","956.686","956.686","956.686","4","0","0","0","0","0","0","0","956.686","http://dx.doi.org/10.1126/sciadv.abb2313","1599248664","1599177600","0","93","0","93","https://badges.altmetric.com/?size=64&score=957&types=mbrtttwf","https://badges.altmetric.com/?size=100&score=957&types=mbrtttwf","https://badges.altmetric.com/?size=180&score=957&types=mbrtttwf","http://www.altmetric.com/details.php?citation_id=89489993","12","Daniele Silvestro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sci54","Late Ediacaran trackways produced by bilaterian animals with paired appendages","10.1126/sciadv.aao6691","29881773","PMC5990303","2018SciA....4O6691C","552536762a83eec8018b456b","2375-2548","Science Advances","85","16","6","Ediacaran trace fossils provide key paleontological evidence for the evolution of early animals and their behaviors. Thus far, however, this fossil record has been limited to simple surface trails and relatively shallow burrows. We report possible trackways, preserved in association with burrows, from the terminal Ediacaran Shibantan Member (ca. 551 to ca. 541 million years ago) in the Yangtze Gorges area of South China. These trace fossils represent the earliest known trackways. They consist of two rows of imprints arranged in poorly organized series or repeated groups. These trackways may have been produced by bilaterian animals with paired appendages, although the phylum-level phylogenetic affinity of the trace makers remains unknown. It is possible that the trackways and associated burrows were produced by the same trace maker, indicating a complex behavior involving both walking and burrowing. Together, these trackways and burrows mark the arrival of a new era characterized by an increasing geobiological footprint of bilaterian animals.","16230108","9.1773531793667","4148","99","16225976","5507","119.8420806393","49","99","5458","281981","14.318427484218","134","99","281847","241","127.35665833333","3","98","238","Zhe Chen","Xiang Chen","Chuanming Zhou","Xunlai Yuan","article","43386914","1.5.4","FALSE","302","145","12","108","4","2","3",NA,"3","277","1604998680","1298.776","10.5","7","7","7","0","0","0","0","0","0","0","1298.776","http://dx.doi.org/10.1126/sciadv.aao6691","1528310064","1528243200","0","62","0","62","https://badges.altmetric.com/?size=64&score=1299&types=mmbvtwfg","https://badges.altmetric.com/?size=100&score=1299&types=mmbvtwfg","https://badges.altmetric.com/?size=180&score=1299&types=mmbvtwfg","http://www.altmetric.com/details.php?citation_id=43386914","1","Shuhai Xiao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sci55","Middle-Late Triassic insect radiation revealed by diverse fossils and isotopic ages from China","10.1126/sciadv.aat1380","30191177","PMC6124916","2018SciA....4.1380Z","552536762a83eec8018b456b","2375-2548","Science Advances","34","19","2","The Triassic represented an important period that witnessed the diversification of marine and terrestrial ecosystems. The radiations of terrestrial plants and vertebrates during this period have been widely investigated; however, the Triassic history of insects, the most diverse group of organisms on Earth, remains enigmatic because of the rarity of Early-Middle Triassic fossils. We report new insect fossils from a Ladinian deposit (Tongchuan entomofauna) dated to approximately 238 to 237 million years ago and a Carnian deposit (Karamay entomofauna) in northwestern China, including the earliest definite caddisfly cases (Trichoptera), water boatmen (Hemiptera), diverse polyphagan beetles (Coleoptera), and scorpionflies (Mecoptera). The Tongchuan entomofauna is near the Ladinian-Carnian boundary in age, providing a calibration date for correlation to contemporaneous biotas. Our findings confirm that the clade Holometabola, comprising most of the modern-day insect species, experienced extraordinary diversification in the Middle-Late Triassic. Moreover, our results suggest that the diversification of aquatic insects (a key event of the ""Mesozoic Lacustrine Revolution"") had already begun by the Middle Triassic, providing new insights into the early evolution of freshwater ecosystems.","16131835","9.1471915735023","177523","98","15954313","5414","119.06501496398","1219","77","4195","277358","13.755891057373","5709","97","271649","241","137.032425","68","71","173","Daran Zheng","Su-Chin Chang","He Wang","Yan Fang","article","47704095","1.5.4","FALSE","72","8","4","55","2","1","2",NA,NA,"72","1591191742","120.14","1.5","0.25","0","0","0","0","0","0","0","0","0","120.14","http://dx.doi.org/10.1126/sciadv.aat1380","1536170883","1536105600","0","34","0","34","https://badges.altmetric.com/?size=64&score=121&types=mbtttwfg","https://badges.altmetric.com/?size=100&score=121&types=mbtttwfg","https://badges.altmetric.com/?size=180&score=121&types=mbtttwfg","http://www.altmetric.com/details.php?citation_id=47704095",NA,"Jun Wang","Chongqing Feng","Guwei Xie","Edmund A. Jarzembowski","Haichun Zhang","Bo Wang",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sci56","Eggshell geochemistry reveals ancestral metabolic thermoregulation in Dinosauria","10.1126/sciadv.aax9361","32110726",NA,NA,"552536762a83eec8018b456b","2375-2548","Science Advances","275","39","3",NA,"16248698","9.1852285600433","13162","99","16235682","5529","119.58835998553","179","96","5350","317248","14.476765617957","586","99","316662","444","93.640826185102","12","97","432","Dawson, Robin R.","Field, Daniel J.","Hull, Pincelli M.","Zelenitsky, Darla K.","article","76088619","1.5.4","FALSE","397","53","9","319","1","1",NA,NA,"1","384","1596813123","704.548","704.548","1.5","0","0","0","0","0","0","0","0","0","704.548","http://dx.doi.org/10.1126/sciadv.aax9361","1581707199","1581638400","0","47","0","47","https://badges.altmetric.com/?size=64&score=705&types=mbvtttwf","https://badges.altmetric.com/?size=100&score=705&types=mbvtttwf","https://badges.altmetric.com/?size=180&score=705&types=mbvtttwf","http://www.altmetric.com/details.php?citation_id=76088619","2","Therrien, François","Affek, Hagit P.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sci57","Decoupled taxonomic and ecological recoveries from the Permo-Triassic extinction","10.1126/sciadv.aat5091","30324133",NA,"2018SciA....4.5091S","552536762a83eec8018b456b","2375-2548","Science Advances","21","12","2",NA,"16110746","9.1260502489443","456239","97","15654419","5389","118.55753823311","2365","56","3023","277174","13.667997135363","14016","94","263157","232","117.74571428571","95","59","137","Haijun Song","Paul B. Wignall","Alexander M. Dunhill",NA,"article","49479981","1.5.4","FALSE","47","3","1","35","2","1","2",NA,NA,"44","1585556912","50.38","8","0","0","0","0","0","0","0","0","0","0","50.38","http://dx.doi.org/10.1126/sciadv.aat5091","1539214616","1539129600","0","47","0","47","https://badges.altmetric.com/?size=64&score=51&types=mbtttwfg","https://badges.altmetric.com/?size=100&score=51&types=mbtttwfg","https://badges.altmetric.com/?size=180&score=51&types=mbtttwfg","http://www.altmetric.com/details.php?citation_id=49479981",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sci58","UV-B radiation was the Devonian-Carboniferous boundary terrestrial extinction kill mechanism","10.1126/sciadv.aba0768","32518822",NA,NA,"552536762a83eec8018b456b","2375-2548","Science Advances","345","69","12",NA,"16246190","9.184580456247","12303","99","16234319","5528","119.25379735842","162","97","5366","289341","19.595411308495","866","99","288475","622","91.850080515298","10","98","612","Marshall, John E. A.","Lakin, Jon","Troth, Ian","Wallace-Johnson, Sarah M.","article","82882609","1.5.4","FALSE","535","48","8","432","7","1",NA,"4","2","502","1602196172","732.626","732.626","732.626","18.5","0","0","0","0","0","0","0","0","732.626","http://dx.doi.org/10.1126/sciadv.aba0768","1590603691","1590537600","0","53","0","53","https://badges.altmetric.com/?size=64&score=733&types=mbvrttwf","https://badges.altmetric.com/?size=100&score=733&types=mbvrttwf","https://badges.altmetric.com/?size=180&score=733&types=mbvrttwf","http://www.altmetric.com/details.php?citation_id=82882609","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sci59","Molecular identification of fungi microfossils in a Neoproterozoic shale rock","10.1126/sciadv.aax7599","32010783",NA,NA,"552536762a83eec8018b456b","2375-2548","Science Advances","288","51","2",NA,"16250503","9.187213484598","23026","99","16227423","5540","119.49852356021","269","95","5271","313809","13.078829641054","781","99","313028","458","94.950980306346","20","95","438","S. Bonneville","F. Delpomdor","A. Préat","C. Chevalier","article","74376736","1.5.4","FALSE","408","34","3","342","3","2",NA,NA,NA,"384","1598040403","516.676","516.676","11.68","0","0","0","0","0","0","0","0","0","516.676","http://dx.doi.org/10.1126/sciadv.aax7599","1579742566","1579651200","0","57","0","57","https://badges.altmetric.com/?size=64&score=517&types=mbttttwf","https://badges.altmetric.com/?size=100&score=517&types=mbttttwf","https://badges.altmetric.com/?size=180&score=517&types=mbttttwf","http://www.altmetric.com/details.php?citation_id=74376736","1","T. Araki","M. Kazemian","A. Steele","A. Schreiber","R. Wirth","L. G. Benning",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sci60","Biomechanical simulations reveal a trade-off between adaptation to glacial climate and dietary niche versatility in European cave bears","10.1126/sciadv.aay9462","32270039",NA,NA,"552536762a83eec8018b456b","2375-2548","Science Advances","56","20","4",NA,"16203165","9.1611715315592","71835","99","16131647","5483","119.58745348413","604","88","4879","270509","19.123352588462","3083","98","267426","555","75.725815884477","44","92","511","Alejandro Pérez-Ramos","Z. Jack Tseng","Aurora Grandal-D’Anglade","Gernot Rabeder","article","78692387","1.5.4","FALSE","120","23","4","81",NA,"1",NA,NA,NA,"109","1589201834","247.14","247.14","0","0","0","0","0","0","0","0","0","0","247.14","http://dx.doi.org/10.1126/sciadv.aay9462","1585765588","1585699200","0","22","0","22","https://badges.altmetric.com/?size=64&score=248&types=mbtttttw","https://badges.altmetric.com/?size=100&score=248&types=mbtttttw","https://badges.altmetric.com/?size=180&score=248&types=mbtttttw","http://www.altmetric.com/details.php?citation_id=78692387","1","Francisco J. Pastor","Borja Figueirido",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sci61","Gregarious suspension feeding in a modular Ediacaran organism","10.1126/sciadv.aaw0260","31223655",NA,NA,"552536762a83eec8018b456b","2375-2548","Science Advances","54","13","2",NA,"16214251","9.1736624409979","169445","98","16044813","5503","119.6336430389","1183","78","4320","266699","12.794285873909","4624","98","262075","319","111.69659748428","50","84","269","Brandt M. Gibson","Imran A. Rahman","Katie M. Maloney","Rachel A. Racicot","article","62415550","1.5.4","FALSE","88","8","2","69","2","2",NA,NA,NA,"83","1602862498","125.856","4","4","1","0","0","0","0","0","0","0","0","125.856","http://dx.doi.org/10.1126/sciadv.aaw0260","1560967320","1560902400","0","19","0","19","https://badges.altmetric.com/?size=64&score=126&types=mbttttwf","https://badges.altmetric.com/?size=100&score=126&types=mbttttwf","https://badges.altmetric.com/?size=180&score=126&types=mbttttwf","http://www.altmetric.com/details.php?citation_id=62415550",NA,"Helke Mocke","Marc Laflamme","Simon A. F. Darroch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sci62","Developmental biology of Helicoforamina reveals holozoan affinity, cryptic diversity, and adaptation to heterogeneous environments in the early Ediacaran Weng’an biota (Doushantuo Formation, South China)","10.1126/sciadv.abb0083","32582859",NA,NA,"552536762a83eec8018b456b","2375-2548","Science Advances","17","6","3",NA,"16189386","9.1460768155111","1247228","92","14941086","5477","119.58143864134","3460","36","2016","291731","18.858127528879","38333","86","253320","622","92.854460547504","384","38","237","Zongjun Yin","Weichen Sun","Pengju Liu","Maoyan Zhu","article","83929832","1.5.4","FALSE","27",NA,NA,"26",NA,"1",NA,NA,NA,"27","1597322881","16.45","16.45","16.45","0","0","0","0","0","0","0","0","0","16.45","http://dx.doi.org/10.1126/sciadv.abb0083","1592010064","1591920000","0","9","0","9","https://badges.altmetric.com/?size=64&score=17&types=tttttttw","https://badges.altmetric.com/?size=100&score=17&types=tttttttw","https://badges.altmetric.com/?size=180&score=17&types=tttttttw","http://www.altmetric.com/details.php?citation_id=83929832",NA,"Philip C. J. Donoghue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sci63","Neogene precipitation, vegetation, and elevation history of the Central Andean Plateau","10.1126/sciadv.aaz4724","32923618",NA,NA,"552536762a83eec8018b456b","2375-2548","Science Advances","92","40","4",NA,"16248301","9.185064354172","49794","99","16198649","5528","119.64984150534","462","91","5066","303346","17.667767321037","2152","99","301194","541","132.15788148148","43","92","498","C. Martínez","C. Jaramillo","A. Correa-Metrío","W. Crepet","article","89079117","1.5.4","FALSE","183","27","5","137","2","2",NA,NA,NA,"173","1605529049","327.25","327.25","327.25","327.25","1.85","1.85","1.85","1.85","0","0","0","0","327.25","http://dx.doi.org/10.1126/sciadv.aaz4724","1598637967","1598572800","0","33","0","33","https://badges.altmetric.com/?size=64&score=328&types=mbttttwf","https://badges.altmetric.com/?size=100&score=328&types=mbttttwf","https://badges.altmetric.com/?size=180&score=328&types=mbttttwf","http://www.altmetric.com/details.php?citation_id=89079117","1","J. E. Moreno","A. Aliaga","F. Moreno","M. Ibañez-Mejia","M. B. Bush",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sci64","Paleozoic ammonoid ecomorphometrics test ecospace availability as a driver of morphological diversification","10.1126/sciadv.abc2365","32917688",NA,NA,"552536762a83eec8018b456b","2375-2548","Science Advances","12","10","1",NA,"16211011","9.1743944886799","842682","94","15369547","5503","119.47374336605","3106","43","2395","304021","17.918928925728","27517","90","276472","543","131.54998892989","283","47","259","Christopher D. Whalen","Pincelli M. Hull","Derek E. G. Briggs",NA,"article","89742670","1.5.4","FALSE","27","1",NA,"23",NA,"1",NA,"1",NA,"26","1600108007","25.65","25.65","25.65","25.65","0","0","0","0","0","0","0","0","25.65","http://dx.doi.org/10.1126/sciadv.abc2365","1599682558","1599609600","0","8","0","8","https://badges.altmetric.com/?size=64&score=26&types=mrtttttw","https://badges.altmetric.com/?size=100&score=26&types=mrtttttw","https://badges.altmetric.com/?size=180&score=26&types=mrtttttw","http://www.altmetric.com/details.php?citation_id=89742670",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sci65","Quantifying ecospace utilization and ecosystem engineering during the early Phanerozoic—The role of bioturbation and bioerosion","10.1126/sciadv.abb0618","32851171",NA,NA,"552536762a83eec8018b456b","2375-2548","Science Advances","13","10","1",NA,"16250229","9.187013461835","286549","98","15963694","5540","119.27902401155","1788","67","3752","302461","17.899320564703","10860","96","291600","563","130.74511743772","168","70","395","Luis A. Buatois","M. Gabriela Mángano","Nicholas J. Minter","Kai Zhou","article","88276249","1.5.4","FALSE","36","9","1","24",NA,NA,NA,NA,NA,"34","1598896980","80.13","80.13","80.13","8.7","0","0","0","0","0","0","0","0","80.13","http://dx.doi.org/10.1126/sciadv.abb0618","1597438590","1597363200","0","18","0","18","https://badges.altmetric.com/?size=64&score=81&types=mmbttttt","https://badges.altmetric.com/?size=100&score=81&types=mmbttttt","https://badges.altmetric.com/?size=180&score=81&types=mmbttttt","http://www.altmetric.com/details.php?citation_id=88276249",NA,"Max Wisshak","Mark A. Wilson","Ricardo A. Olea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sci66","Discontinuous spread of millet agriculture in eastern Asia and prehistoric population dynamics","10.1126/sciadv.aax6225",NA,NA,NA,"552536762a83eec8018b456b","2375-2548","Science Advances","17","2","1",NA,"16243942","9.1840867378117","1507393","90","14734038","5528","119.57176551475","3680","33","1845","271413","13.232218840729","39374","85","231935","320","113.23511598746","211","34","109","C. Leipe","T. Long","E. A. Sergusheva","M. Wagner","article","67137859","1.5.4","FALSE","20",NA,NA,"20",NA,NA,NA,NA,NA,"20","1605852823","13.45","5.05","5.05","4.05","4.05","4.05","4.05","4.05","4.05","4.05","4.05","4.05","13.45","http://dx.doi.org/10.1126/sciadv.aax6225","1569462977","1569369600","0","18","0","18","https://badges.altmetric.com/?size=64&score=14&types=tttttttt","https://badges.altmetric.com/?size=100&score=14&types=tttttttt","https://badges.altmetric.com/?size=180&score=14&types=tttttttt","http://www.altmetric.com/details.php?citation_id=67137859",NA,"P. E. Tarasov",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sci67","Evidence for precision grasping in Neandertal daily activities","10.1126/sciadv.aat2369","30263956","PMC6157967","2018SciA....4.2369K","552536762a83eec8018b456b","2375-2548","Science Advances","99","23","4","Neandertal manual activities, as previously reconstructed from their robust hand skeletons, are thought to involve systematic power grasping rather than precise hand movements. However, this interpretation is at odds with increasing archeological evidence for sophisticated cultural behavior. We reevaluate the manipulative behaviors of Neandertals and early modern humans using a historical reference sample with extensive genealogical and lifelong occupational documentation, in combination with a new and precise three-dimensional multivariate analysis of hand muscle attachments. Results show that Neandertal muscle marking patterns overlap exclusively with documented lifelong precision workers, reflecting systematic precision grasping consistent with the use of their associated cultural remains. Our findings challenge the established interpretation of Neandertal behavior and establish a solid link between biological and cultural remains in the fossil record.","16241388","9.1832472272164","47109","99","16194290","5528","119.11385055184","434","92","5094","279247","13.661879389499","1416","99","277831","232","116.50280519481","17","92","215","Fotios Alexandros Karakostis","Gerhard Hotz","Vangelis Tourloukis","Katerina Harvati","article","48919947","1.5.4","FALSE","184","30","2","128","7","1","5","1","1","175","1579401012","340.316","19.75","0","0","0","0","0","0","0","0","0","0","340.316","http://dx.doi.org/10.1126/sciadv.aat2369","1537987256","1537920000","0","77","0","77","https://badges.altmetric.com/?size=64&score=341&types=mbvrtwfg","https://badges.altmetric.com/?size=100&score=341&types=mbvrtwfg","https://badges.altmetric.com/?size=180&score=341&types=mbvrtwfg","http://www.altmetric.com/details.php?citation_id=48919947","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sci68","Evolution of brain lateralization: A shared hominid pattern of endocranial asymmetry is much more variable in humans than in great apes","10.1126/sciadv.aax9935","32110727",NA,NA,"552536762a83eec8018b456b","2375-2548","Science Advances","134","45","4",NA,"16242345","9.1837823594856","66984","99","16175539","5528","119.31319196671","572","89","4956","316951","14.453028061208","2360","99","314591","444","94.622528216704","38","91","406","Neubauer, Simon","Gunz, Philipp","Scott, Nadia A.","Hublin, Jean-Jacques","article","76088704","1.5.4","FALSE","257","16","5","190","3",NA,NA,"1",NA,"215","1604362355","261.554","261.554","33.684","8.084","8.084","0","0","0","0","0","0","0","261.554","http://dx.doi.org/10.1126/sciadv.aax9935","1581707397","1581638400","0","49","0","49","https://badges.altmetric.com/?size=64&score=262&types=mbrttttf","https://badges.altmetric.com/?size=100&score=262&types=mbrttttf","https://badges.altmetric.com/?size=180&score=262&types=mbrttttf","http://www.altmetric.com/details.php?citation_id=76088704","7","Mitteroecker, Philipp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sci69","Unexpected Early Triassic marine ecosystem and the rise of the Modern evolutionary fauna","10.1126/sciadv.1602159","28246643","PMC5310825","2017SciA....3E2159B","552536762a83eec8018b456b","2375-2548","Science Advances","116","29","6","In the wake of the end-Permian mass extinction, the Early Triassic (~251.9 to 247 million years ago) is portrayed as an environmentally unstable interval characterized by several biotic crises and heavily depauperate marine benthic ecosystems. We describe a new fossil assemblage-the Paris Biota-from the earliest Spathian (middle Olenekian, ~250.6 million years ago) of the Bear Lake area, southeastern Idaho, USA. This highly diversified assemblage documents a remarkably complex marine ecosystem including at least seven phyla and 20 distinct metazoan orders, along with algae. Most unexpectedly, it combines early Paleozoic and middle Mesozoic taxa previously unknown from the Triassic strata, among which are primitive Cambrian-Ordovician leptomitid sponges (a 200-million year Lazarus taxon) and gladius-bearing coleoid cephalopods, a poorly documented group before the Jurassic (~50 million years after the Early Triassic). Additionally, the crinoid and ophiuroid specimens show derived anatomical characters that were thought to have evolved much later. Unlike previous works that suggested a sluggish postcrisis recovery and a low diversity for the Early Triassic benthic organisms, the unexpected composition of this exceptional assemblage points toward an early and rapid post-Permian diversification for these clades. Overall, it illustrates a phylogenetically diverse, functionally complex, and trophically multileveled marine ecosystem, from primary producers up to top predators and potential scavengers. Hence, the Paris Biota highlights the key evolutionary position of Early Triassic fossil ecosystems in the transition from the Paleozoic to the Modern marine evolutionary fauna at the dawn of the Mesozoic era.","16166892","9.1578223643558","41803","99","16125268","5457","119.3746744868","394","92","5063","264683","14.623092699919","1689","99","262994","167","113.72943373494","12","92","155","Arnaud Brayard","L. J. Krumenacker","Joseph P. Botting","James F. Jenks","article","16452676","1.5.4","FALSE","214","31","1","152","14","4","1","1",NA,"204","1588697089","367.98","3","0","0","0","0","0","0","0","0","0","0","367.98","http://dx.doi.org/10.1126/sciadv.1602159","1487215800","1487116800","0","85","0","85","https://badges.altmetric.com/?size=64&score=368&types=mbrttwfg","https://badges.altmetric.com/?size=100&score=368&types=mbrttwfg","https://badges.altmetric.com/?size=180&score=368&types=mbrttwfg","http://www.altmetric.com/details.php?citation_id=16452676","1","Kevin G. Bylund","Emmanuel Fara","Emmanuelle Vennin","Nicolas Olivier","Nicolas Goudemand","Thomas Saucède","Sylvain Charbonnier","Carlo Romano","Larisa Doguzhaeva","Ben Thuy","Michael Hautmann","Daniel A. Stephen","Christophe Thomazo","Gilles Escarguel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
